,centromere_index,intensity,file,C1_Intensity,C2_Intensity,Label,Treatment,spots
6917,15,322.94452,Cen7g11rFISH\RO_ON\IFISH003_003.tif,101,112,Cen7g11rFISH,RO_ON,40
6918,16,299.24026,Cen7g11rFISH\RO_ON\IFISH003_003.tif,118,392,Cen7g11rFISH,RO_ON,40
6919,17,270.32864,Cen7g11rFISH\RO_ON\IFISH003_003.tif,114,104,Cen7g11rFISH,RO_ON,40
6920,18,280.3522,Cen7g11rFISH\RO_ON\IFISH003_003.tif,268,165,Cen7g11rFISH,RO_ON,40
6921,19,278.65698,Cen7g11rFISH\RO_ON\IFISH003_003.tif,164,149,Cen7g11rFISH,RO_ON,40
6922,20,279.3207,Cen7g11rFISH\RO_ON\IFISH003_003.tif,112,143,Cen7g11rFISH,RO_ON,40
6923,21,281.56885,Cen7g11rFISH\RO_ON\IFISH003_003.tif,107,175,Cen7g11rFISH,RO_ON,40
6924,22,282.76242,Cen7g11rFISH\RO_ON\IFISH003_003.tif,125,104,Cen7g11rFISH,RO_ON,40
6925,23,240.90155,Cen7g11rFISH\RO_ON\IFISH003_003.tif,108,112,Cen7g11rFISH,RO_ON,40
6926,24,260.91226,Cen7g11rFISH\RO_ON\IFISH003_003.tif,106,111,Cen7g11rFISH,RO_ON,40
6927,25,254.74617,Cen7g11rFISH\RO_ON\IFISH003_003.tif,166,131,Cen7g11rFISH,RO_ON,40
6928,26,252.43823,Cen7g11rFISH\RO_ON\IFISH003_003.tif,108,416,Cen7g11rFISH,RO_ON,40
6929,27,257.0439,Cen7g11rFISH\RO_ON\IFISH003_003.tif,141,176,Cen7g11rFISH,RO_ON,40
6930,28,246.67392,Cen7g11rFISH\RO_ON\IFISH003_003.tif,104,108,Cen7g11rFISH,RO_ON,40
6931,29,253.49942,Cen7g11rFISH\RO_ON\IFISH003_003.tif,123,144,Cen7g11rFISH,RO_ON,40
6932,30,258.52744,Cen7g11rFISH\RO_ON\IFISH003_003.tif,100,401,Cen7g11rFISH,RO_ON,40
6933,31,253.06026,Cen7g11rFISH\RO_ON\IFISH003_003.tif,103,795,Cen7g11rFISH,RO_ON,40
6934,32,239.1824,Cen7g11rFISH\RO_ON\IFISH003_003.tif,106,853,Cen7g11rFISH,RO_ON,40
6935,33,216.86143,Cen7g11rFISH\RO_ON\IFISH003_003.tif,98,252,Cen7g11rFISH,RO_ON,40
6936,34,209.67355,Cen7g11rFISH\RO_ON\IFISH003_003.tif,102,175,Cen7g11rFISH,RO_ON,40
6937,35,210.33667,Cen7g11rFISH\RO_ON\IFISH003_003.tif,105,114,Cen7g11rFISH,RO_ON,40
6938,36,217.27586,Cen7g11rFISH\RO_ON\IFISH003_003.tif,124,97,Cen7g11rFISH,RO_ON,40
6939,37,185.92839,Cen7g11rFISH\RO_ON\IFISH003_003.tif,258,109,Cen7g11rFISH,RO_ON,40
6940,38,181.16304,Cen7g11rFISH\RO_ON\IFISH003_003.tif,113,102,Cen7g11rFISH,RO_ON,40
6941,39,159.97922,Cen7g11rFISH\RO_ON\IFISH003_003.tif,104,181,Cen7g11rFISH,RO_ON,40
6944,0,595.7229,Cen7g11rFISH\RO_ON\IFISH003_005.tif,122,1280,Cen7g11rFISH,RO_ON,37
6945,1,489.34366,Cen7g11rFISH\RO_ON\IFISH003_005.tif,114,503,Cen7g11rFISH,RO_ON,37
6946,2,485.1152,Cen7g11rFISH\RO_ON\IFISH003_005.tif,117,450,Cen7g11rFISH,RO_ON,37
6947,3,472.53677,Cen7g11rFISH\RO_ON\IFISH003_005.tif,110,413,Cen7g11rFISH,RO_ON,37
6948,4,340.3109,Cen7g11rFISH\RO_ON\IFISH003_005.tif,128,109,Cen7g11rFISH,RO_ON,37
6949,5,364.0237,Cen7g11rFISH\RO_ON\IFISH003_005.tif,103,399,Cen7g11rFISH,RO_ON,37
6950,6,318.7845,Cen7g11rFISH\RO_ON\IFISH003_005.tif,108,141,Cen7g11rFISH,RO_ON,37
6951,7,316.44263,Cen7g11rFISH\RO_ON\IFISH003_005.tif,104,108,Cen7g11rFISH,RO_ON,37
6952,8,307.1562,Cen7g11rFISH\RO_ON\IFISH003_005.tif,294,113,Cen7g11rFISH,RO_ON,37
6953,9,296.2762,Cen7g11rFISH\RO_ON\IFISH003_005.tif,108,105,Cen7g11rFISH,RO_ON,37
6954,10,280.60675,Cen7g11rFISH\RO_ON\IFISH003_005.tif,108,116,Cen7g11rFISH,RO_ON,37
6955,11,276.23218,Cen7g11rFISH\RO_ON\IFISH003_005.tif,128,137,Cen7g11rFISH,RO_ON,37
6956,12,310.1591,Cen7g11rFISH\RO_ON\IFISH003_005.tif,115,669,Cen7g11rFISH,RO_ON,37
6957,13,256.49448,Cen7g11rFISH\RO_ON\IFISH003_005.tif,99,104,Cen7g11rFISH,RO_ON,37
6958,14,248.21555,Cen7g11rFISH\RO_ON\IFISH003_005.tif,123,261,Cen7g11rFISH,RO_ON,37
6959,15,236.9704,Cen7g11rFISH\RO_ON\IFISH003_005.tif,148,107,Cen7g11rFISH,RO_ON,37
6960,16,225.98096,Cen7g11rFISH\RO_ON\IFISH003_005.tif,108,120,Cen7g11rFISH,RO_ON,37
6961,17,237.16978,Cen7g11rFISH\RO_ON\IFISH003_005.tif,123,181,Cen7g11rFISH,RO_ON,37
6962,18,228.20917,Cen7g11rFISH\RO_ON\IFISH003_005.tif,110,713,Cen7g11rFISH,RO_ON,37
6963,19,225.17734,Cen7g11rFISH\RO_ON\IFISH003_005.tif,105,142,Cen7g11rFISH,RO_ON,37
6964,20,211.33504,Cen7g11rFISH\RO_ON\IFISH003_005.tif,106,578,Cen7g11rFISH,RO_ON,37
6965,21,206.47697,Cen7g11rFISH\RO_ON\IFISH003_005.tif,105,198,Cen7g11rFISH,RO_ON,37
6966,22,195.41653,Cen7g11rFISH\RO_ON\IFISH003_005.tif,110,109,Cen7g11rFISH,RO_ON,37
6967,23,194.9147,Cen7g11rFISH\RO_ON\IFISH003_005.tif,123,106,Cen7g11rFISH,RO_ON,37
6968,24,211.85915,Cen7g11rFISH\RO_ON\IFISH003_005.tif,102,110,Cen7g11rFISH,RO_ON,37
6969,25,192.49658,Cen7g11rFISH\RO_ON\IFISH003_005.tif,115,105,Cen7g11rFISH,RO_ON,37
6970,26,203.89359,Cen7g11rFISH\RO_ON\IFISH003_005.tif,122,465,Cen7g11rFISH,RO_ON,37
6971,27,183.46024,Cen7g11rFISH\RO_ON\IFISH003_005.tif,121,131,Cen7g11rFISH,RO_ON,37
6972,28,178.55478,Cen7g11rFISH\RO_ON\IFISH003_005.tif,181,102,Cen7g11rFISH,RO_ON,37
6973,29,185.53622,Cen7g11rFISH\RO_ON\IFISH003_005.tif,114,117,Cen7g11rFISH,RO_ON,37
6974,30,175.63806,Cen7g11rFISH\RO_ON\IFISH003_005.tif,121,125,Cen7g11rFISH,RO_ON,37
6975,31,167.06184,Cen7g11rFISH\RO_ON\IFISH003_005.tif,108,109,Cen7g11rFISH,RO_ON,37
6976,32,164.71413,Cen7g11rFISH\RO_ON\IFISH003_005.tif,132,154,Cen7g11rFISH,RO_ON,37
6977,33,153.57977,Cen7g11rFISH\RO_ON\IFISH003_005.tif,101,127,Cen7g11rFISH,RO_ON,37
6978,34,149.57521,Cen7g11rFISH\RO_ON\IFISH003_005.tif,105,113,Cen7g11rFISH,RO_ON,37
6979,35,129.52774,Cen7g11rFISH\RO_ON\IFISH003_005.tif,116,338,Cen7g11rFISH,RO_ON,37
6980,36,115.86369,Cen7g11rFISH\RO_ON\IFISH003_005.tif,104,456,Cen7g11rFISH,RO_ON,37
7062,0,541.8646,Cen7g11rFISH\RO_ON\IFISH003_008.tif,110,493,Cen7g11rFISH,RO_ON,39
7063,1,501.18817,Cen7g11rFISH\RO_ON\IFISH003_008.tif,111,1990,Cen7g11rFISH,RO_ON,39
7064,2,433.95862,Cen7g11rFISH\RO_ON\IFISH003_008.tif,106,642,Cen7g11rFISH,RO_ON,39
7065,3,367.51553,Cen7g11rFISH\RO_ON\IFISH003_008.tif,113,113,Cen7g11rFISH,RO_ON,39
7066,4,352.30695,Cen7g11rFISH\RO_ON\IFISH003_008.tif,104,118,Cen7g11rFISH,RO_ON,39
7067,5,310.15826,Cen7g11rFISH\RO_ON\IFISH003_008.tif,156,105,Cen7g11rFISH,RO_ON,39
7068,6,273.12497,Cen7g11rFISH\RO_ON\IFISH003_008.tif,111,108,Cen7g11rFISH,RO_ON,39
7069,7,269.38907,Cen7g11rFISH\RO_ON\IFISH003_008.tif,108,724,Cen7g11rFISH,RO_ON,39
7070,8,264.6508,Cen7g11rFISH\RO_ON\IFISH003_008.tif,113,110,Cen7g11rFISH,RO_ON,39
7071,9,249.59526,Cen7g11rFISH\RO_ON\IFISH003_008.tif,248,111,Cen7g11rFISH,RO_ON,39
7072,10,266.58472,Cen7g11rFISH\RO_ON\IFISH003_008.tif,115,267,Cen7g11rFISH,RO_ON,39
7073,11,254.18114,Cen7g11rFISH\RO_ON\IFISH003_008.tif,596,254,Cen7g11rFISH,RO_ON,39
7074,12,246.7416,Cen7g11rFISH\RO_ON\IFISH003_008.tif,103,111,Cen7g11rFISH,RO_ON,39
7075,13,275.88434,Cen7g11rFISH\RO_ON\IFISH003_008.tif,100,371,Cen7g11rFISH,RO_ON,39
7076,14,242.10158,Cen7g11rFISH\RO_ON\IFISH003_008.tif,112,128,Cen7g11rFISH,RO_ON,39
7077,15,247.64436,Cen7g11rFISH\RO_ON\IFISH003_008.tif,126,4143,Cen7g11rFISH,RO_ON,39
7078,16,218.43457,Cen7g11rFISH\RO_ON\IFISH003_008.tif,105,106,Cen7g11rFISH,RO_ON,39
7079,17,216.20941,Cen7g11rFISH\RO_ON\IFISH003_008.tif,106,102,Cen7g11rFISH,RO_ON,39
7080,18,214.7208,Cen7g11rFISH\RO_ON\IFISH003_008.tif,108,208,Cen7g11rFISH,RO_ON,39
7081,19,217.51675,Cen7g11rFISH\RO_ON\IFISH003_008.tif,116,119,Cen7g11rFISH,RO_ON,39
7082,20,209.48016,Cen7g11rFISH\RO_ON\IFISH003_008.tif,118,128,Cen7g11rFISH,RO_ON,39
7083,21,208.67245,Cen7g11rFISH\RO_ON\IFISH003_008.tif,138,117,Cen7g11rFISH,RO_ON,39
7084,22,202.3146,Cen7g11rFISH\RO_ON\IFISH003_008.tif,102,143,Cen7g11rFISH,RO_ON,39
7085,23,205.41936,Cen7g11rFISH\RO_ON\IFISH003_008.tif,122,512,Cen7g11rFISH,RO_ON,39
7086,24,208.21103,Cen7g11rFISH\RO_ON\IFISH003_008.tif,121,725,Cen7g11rFISH,RO_ON,39
7087,25,191.33461,Cen7g11rFISH\RO_ON\IFISH003_008.tif,100,106,Cen7g11rFISH,RO_ON,39
7088,26,190.89369,Cen7g11rFISH\RO_ON\IFISH003_008.tif,109,139,Cen7g11rFISH,RO_ON,39
7089,27,184.42726,Cen7g11rFISH\RO_ON\IFISH003_008.tif,116,115,Cen7g11rFISH,RO_ON,39
7090,28,188.5811,Cen7g11rFISH\RO_ON\IFISH003_008.tif,105,111,Cen7g11rFISH,RO_ON,39
7091,29,185.3526,Cen7g11rFISH\RO_ON\IFISH003_008.tif,143,112,Cen7g11rFISH,RO_ON,39
7092,30,173.4621,Cen7g11rFISH\RO_ON\IFISH003_008.tif,110,114,Cen7g11rFISH,RO_ON,39
7093,31,190.59244,Cen7g11rFISH\RO_ON\IFISH003_008.tif,111,2668,Cen7g11rFISH,RO_ON,39
7094,32,163.93184,Cen7g11rFISH\RO_ON\IFISH003_008.tif,114,248,Cen7g11rFISH,RO_ON,39
7095,33,171.04906,Cen7g11rFISH\RO_ON\IFISH003_008.tif,133,946,Cen7g11rFISH,RO_ON,39
7096,34,155.02692,Cen7g11rFISH\RO_ON\IFISH003_008.tif,128,496,Cen7g11rFISH,RO_ON,39
7097,35,154.80666,Cen7g11rFISH\RO_ON\IFISH003_008.tif,114,108,Cen7g11rFISH,RO_ON,39
7098,36,143.18315,Cen7g11rFISH\RO_ON\IFISH003_008.tif,170,113,Cen7g11rFISH,RO_ON,39
7099,37,131.35126,Cen7g11rFISH\RO_ON\IFISH003_008.tif,100,101,Cen7g11rFISH,RO_ON,39
7100,38,137.6827,Cen7g11rFISH\RO_ON\IFISH003_008.tif,121,108,Cen7g11rFISH,RO_ON,39
7101,0,425.07874,Cen7g11rFISH\RO_ON\IFISH003_009.tif,107,406,Cen7g11rFISH,RO_ON,40
7102,1,371.50894,Cen7g11rFISH\RO_ON\IFISH003_009.tif,125,256,Cen7g11rFISH,RO_ON,40
7103,2,283.9495,Cen7g11rFISH\RO_ON\IFISH003_009.tif,114,919,Cen7g11rFISH,RO_ON,40
7104,3,272.6836,Cen7g11rFISH\RO_ON\IFISH003_009.tif,108,131,Cen7g11rFISH,RO_ON,40
7105,4,217.48195,Cen7g11rFISH\RO_ON\IFISH003_009.tif,103,587,Cen7g11rFISH,RO_ON,40
7106,5,197.41609,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,150,Cen7g11rFISH,RO_ON,40
7107,6,194.70267,Cen7g11rFISH\RO_ON\IFISH003_009.tif,336,114,Cen7g11rFISH,RO_ON,40
7108,7,181.92336,Cen7g11rFISH\RO_ON\IFISH003_009.tif,97,349,Cen7g11rFISH,RO_ON,40
7109,8,186.27362,Cen7g11rFISH\RO_ON\IFISH003_009.tif,132,109,Cen7g11rFISH,RO_ON,40
7110,9,191.66296,Cen7g11rFISH\RO_ON\IFISH003_009.tif,111,331,Cen7g11rFISH,RO_ON,40
7111,10,175.14276,Cen7g11rFISH\RO_ON\IFISH003_009.tif,115,131,Cen7g11rFISH,RO_ON,40
7112,11,180.69928,Cen7g11rFISH\RO_ON\IFISH003_009.tif,109,131,Cen7g11rFISH,RO_ON,40
7113,12,180.78078,Cen7g11rFISH\RO_ON\IFISH003_009.tif,129,282,Cen7g11rFISH,RO_ON,40
7114,13,179.84737,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,102,Cen7g11rFISH,RO_ON,40
7115,14,167.27162,Cen7g11rFISH\RO_ON\IFISH003_009.tif,106,687,Cen7g11rFISH,RO_ON,40
7116,15,167.39256,Cen7g11rFISH\RO_ON\IFISH003_009.tif,108,102,Cen7g11rFISH,RO_ON,40
7117,16,170.9012,Cen7g11rFISH\RO_ON\IFISH003_009.tif,117,108,Cen7g11rFISH,RO_ON,40
7118,17,165.48642,Cen7g11rFISH\RO_ON\IFISH003_009.tif,99,229,Cen7g11rFISH,RO_ON,40
7119,18,152.71327,Cen7g11rFISH\RO_ON\IFISH003_009.tif,106,153,Cen7g11rFISH,RO_ON,40
7120,19,145.00563,Cen7g11rFISH\RO_ON\IFISH003_009.tif,120,110,Cen7g11rFISH,RO_ON,40
7121,20,146.74802,Cen7g11rFISH\RO_ON\IFISH003_009.tif,116,106,Cen7g11rFISH,RO_ON,40
7122,21,143.35185,Cen7g11rFISH\RO_ON\IFISH003_009.tif,221,163,Cen7g11rFISH,RO_ON,40
7123,22,140.45134,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,566,Cen7g11rFISH,RO_ON,40
7124,23,131.06776,Cen7g11rFISH\RO_ON\IFISH003_009.tif,102,112,Cen7g11rFISH,RO_ON,40
7125,24,136.20189,Cen7g11rFISH\RO_ON\IFISH003_009.tif,117,101,Cen7g11rFISH,RO_ON,40
7126,25,129.57106,Cen7g11rFISH\RO_ON\IFISH003_009.tif,108,121,Cen7g11rFISH,RO_ON,40
7127,26,130.08147,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,125,Cen7g11rFISH,RO_ON,40
7128,27,124.887955,Cen7g11rFISH\RO_ON\IFISH003_009.tif,102,273,Cen7g11rFISH,RO_ON,40
7129,28,124.91613,Cen7g11rFISH\RO_ON\IFISH003_009.tif,112,124,Cen7g11rFISH,RO_ON,40
7130,29,118.21682,Cen7g11rFISH\RO_ON\IFISH003_009.tif,110,164,Cen7g11rFISH,RO_ON,40
7131,30,129.67825,Cen7g11rFISH\RO_ON\IFISH003_009.tif,104,105,Cen7g11rFISH,RO_ON,40
7132,31,124.96654,Cen7g11rFISH\RO_ON\IFISH003_009.tif,122,169,Cen7g11rFISH,RO_ON,40
7133,32,120.94328,Cen7g11rFISH\RO_ON\IFISH003_009.tif,98,101,Cen7g11rFISH,RO_ON,40
7134,33,115.766716,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,110,Cen7g11rFISH,RO_ON,40
7135,34,114.780815,Cen7g11rFISH\RO_ON\IFISH003_009.tif,108,391,Cen7g11rFISH,RO_ON,40
7136,35,109.76111,Cen7g11rFISH\RO_ON\IFISH003_009.tif,105,123,Cen7g11rFISH,RO_ON,40
7137,36,106.83956,Cen7g11rFISH\RO_ON\IFISH003_009.tif,101,110,Cen7g11rFISH,RO_ON,40
7138,37,112.88974,Cen7g11rFISH\RO_ON\IFISH003_009.tif,125,110,Cen7g11rFISH,RO_ON,40
7139,38,93.453804,Cen7g11rFISH\RO_ON\IFISH003_009.tif,103,197,Cen7g11rFISH,RO_ON,40
7140,39,83.922966,Cen7g11rFISH\RO_ON\IFISH003_009.tif,102,104,Cen7g11rFISH,RO_ON,40
7151,0,505.5755,Cen7g11rFISH\RO_ON\IFISH004_000.tif,190,109,Cen7g11rFISH,RO_ON,40
7152,1,463.62164,Cen7g11rFISH\RO_ON\IFISH004_000.tif,110,1136,Cen7g11rFISH,RO_ON,40
7153,2,458.34317,Cen7g11rFISH\RO_ON\IFISH004_000.tif,135,290,Cen7g11rFISH,RO_ON,40
7154,3,354.85156,Cen7g11rFISH\RO_ON\IFISH004_000.tif,116,658,Cen7g11rFISH,RO_ON,40
7155,4,359.84964,Cen7g11rFISH\RO_ON\IFISH004_000.tif,112,126,Cen7g11rFISH,RO_ON,40
7156,5,344.41644,Cen7g11rFISH\RO_ON\IFISH004_000.tif,103,227,Cen7g11rFISH,RO_ON,40
7157,6,301.39664,Cen7g11rFISH\RO_ON\IFISH004_000.tif,106,389,Cen7g11rFISH,RO_ON,40
7158,7,303.32993,Cen7g11rFISH\RO_ON\IFISH004_000.tif,190,112,Cen7g11rFISH,RO_ON,40
7159,8,303.27316,Cen7g11rFISH\RO_ON\IFISH004_000.tif,110,382,Cen7g11rFISH,RO_ON,40
7160,9,301.198,Cen7g11rFISH\RO_ON\IFISH004_000.tif,631,138,Cen7g11rFISH,RO_ON,40
7161,10,280.2857,Cen7g11rFISH\RO_ON\IFISH004_000.tif,117,420,Cen7g11rFISH,RO_ON,40
7162,11,275.86667,Cen7g11rFISH\RO_ON\IFISH004_000.tif,116,401,Cen7g11rFISH,RO_ON,40
7163,12,268.96103,Cen7g11rFISH\RO_ON\IFISH004_000.tif,109,119,Cen7g11rFISH,RO_ON,40
7164,13,254.88733,Cen7g11rFISH\RO_ON\IFISH004_000.tif,856,122,Cen7g11rFISH,RO_ON,40
7165,14,251.82588,Cen7g11rFISH\RO_ON\IFISH004_000.tif,109,236,Cen7g11rFISH,RO_ON,40
7166,15,245.30135,Cen7g11rFISH\RO_ON\IFISH004_000.tif,119,517,Cen7g11rFISH,RO_ON,40
7167,16,272.36237,Cen7g11rFISH\RO_ON\IFISH004_000.tif,116,530,Cen7g11rFISH,RO_ON,40
7168,17,241.25652,Cen7g11rFISH\RO_ON\IFISH004_000.tif,107,304,Cen7g11rFISH,RO_ON,40
7169,18,231.3993,Cen7g11rFISH\RO_ON\IFISH004_000.tif,105,790,Cen7g11rFISH,RO_ON,40
7170,19,248.79575,Cen7g11rFISH\RO_ON\IFISH004_000.tif,105,104,Cen7g11rFISH,RO_ON,40
7171,20,232.44308,Cen7g11rFISH\RO_ON\IFISH004_000.tif,119,141,Cen7g11rFISH,RO_ON,40
7172,21,221.69818,Cen7g11rFISH\RO_ON\IFISH004_000.tif,111,3624,Cen7g11rFISH,RO_ON,40
7173,22,212.84746,Cen7g11rFISH\RO_ON\IFISH004_000.tif,104,278,Cen7g11rFISH,RO_ON,40
7174,23,222.02228,Cen7g11rFISH\RO_ON\IFISH004_000.tif,178,167,Cen7g11rFISH,RO_ON,40
7175,24,202.92331,Cen7g11rFISH\RO_ON\IFISH004_000.tif,118,108,Cen7g11rFISH,RO_ON,40
7176,25,197.83588,Cen7g11rFISH\RO_ON\IFISH004_000.tif,107,125,Cen7g11rFISH,RO_ON,40
7177,26,192.38245,Cen7g11rFISH\RO_ON\IFISH004_000.tif,112,119,Cen7g11rFISH,RO_ON,40
7178,27,192.75053,Cen7g11rFISH\RO_ON\IFISH004_000.tif,179,119,Cen7g11rFISH,RO_ON,40
7179,28,188.42151,Cen7g11rFISH\RO_ON\IFISH004_000.tif,99,141,Cen7g11rFISH,RO_ON,40
7180,29,181.46745,Cen7g11rFISH\RO_ON\IFISH004_000.tif,122,415,Cen7g11rFISH,RO_ON,40
7181,30,176.82062,Cen7g11rFISH\RO_ON\IFISH004_000.tif,107,266,Cen7g11rFISH,RO_ON,40
7182,31,184.81958,Cen7g11rFISH\RO_ON\IFISH004_000.tif,121,263,Cen7g11rFISH,RO_ON,40
7183,32,176.31995,Cen7g11rFISH\RO_ON\IFISH004_000.tif,114,113,Cen7g11rFISH,RO_ON,40
7184,33,169.07436,Cen7g11rFISH\RO_ON\IFISH004_000.tif,114,118,Cen7g11rFISH,RO_ON,40
7185,34,170.64235,Cen7g11rFISH\RO_ON\IFISH004_000.tif,116,121,Cen7g11rFISH,RO_ON,40
7186,35,167.6657,Cen7g11rFISH\RO_ON\IFISH004_000.tif,107,108,Cen7g11rFISH,RO_ON,40
7187,36,165.9591,Cen7g11rFISH\RO_ON\IFISH004_000.tif,121,2368,Cen7g11rFISH,RO_ON,40
7188,37,157.52226,Cen7g11rFISH\RO_ON\IFISH004_000.tif,105,117,Cen7g11rFISH,RO_ON,40
7189,38,157.98831,Cen7g11rFISH\RO_ON\IFISH004_000.tif,114,120,Cen7g11rFISH,RO_ON,40
7190,39,147.6787,Cen7g11rFISH\RO_ON\IFISH004_000.tif,115,498,Cen7g11rFISH,RO_ON,40
7197,0,492.46466,Cen7g11rFISH\RO_ON\IFISH004_002.tif,130,141,Cen7g11rFISH,RO_ON,39
7198,1,401.42715,Cen7g11rFISH\RO_ON\IFISH004_002.tif,363,244,Cen7g11rFISH,RO_ON,39
7199,2,368.19922,Cen7g11rFISH\RO_ON\IFISH004_002.tif,107,4613,Cen7g11rFISH,RO_ON,39
7200,3,323.95358,Cen7g11rFISH\RO_ON\IFISH004_002.tif,122,106,Cen7g11rFISH,RO_ON,39
7201,4,360.15457,Cen7g11rFISH\RO_ON\IFISH004_002.tif,121,484,Cen7g11rFISH,RO_ON,39
7202,5,300.9392,Cen7g11rFISH\RO_ON\IFISH004_002.tif,99,244,Cen7g11rFISH,RO_ON,39
7203,6,269.53073,Cen7g11rFISH\RO_ON\IFISH004_002.tif,117,148,Cen7g11rFISH,RO_ON,39
7204,7,261.45218,Cen7g11rFISH\RO_ON\IFISH004_002.tif,104,134,Cen7g11rFISH,RO_ON,39
7205,8,265.69373,Cen7g11rFISH\RO_ON\IFISH004_002.tif,123,105,Cen7g11rFISH,RO_ON,39
7206,9,262.2479,Cen7g11rFISH\RO_ON\IFISH004_002.tif,117,1428,Cen7g11rFISH,RO_ON,39
7207,10,244.30913,Cen7g11rFISH\RO_ON\IFISH004_002.tif,102,124,Cen7g11rFISH,RO_ON,39
7208,11,240.03015,Cen7g11rFISH\RO_ON\IFISH004_002.tif,99,122,Cen7g11rFISH,RO_ON,39
7209,12,232.90619,Cen7g11rFISH\RO_ON\IFISH004_002.tif,105,108,Cen7g11rFISH,RO_ON,39
7210,13,248.94398,Cen7g11rFISH\RO_ON\IFISH004_002.tif,124,9802,Cen7g11rFISH,RO_ON,39
7211,14,239.60661,Cen7g11rFISH\RO_ON\IFISH004_002.tif,102,105,Cen7g11rFISH,RO_ON,39
7212,15,216.28542,Cen7g11rFISH\RO_ON\IFISH004_002.tif,101,101,Cen7g11rFISH,RO_ON,39
7213,16,236.79977,Cen7g11rFISH\RO_ON\IFISH004_002.tif,1050,157,Cen7g11rFISH,RO_ON,39
7214,17,214.97563,Cen7g11rFISH\RO_ON\IFISH004_002.tif,110,106,Cen7g11rFISH,RO_ON,39
7215,18,218.05669,Cen7g11rFISH\RO_ON\IFISH004_002.tif,143,100,Cen7g11rFISH,RO_ON,39
7216,19,200.49377,Cen7g11rFISH\RO_ON\IFISH004_002.tif,109,105,Cen7g11rFISH,RO_ON,39
7217,20,202.26889,Cen7g11rFISH\RO_ON\IFISH004_002.tif,106,106,Cen7g11rFISH,RO_ON,39
7218,21,202.85892,Cen7g11rFISH\RO_ON\IFISH004_002.tif,109,105,Cen7g11rFISH,RO_ON,39
7219,22,192.70755,Cen7g11rFISH\RO_ON\IFISH004_002.tif,106,105,Cen7g11rFISH,RO_ON,39
7220,23,182.42555,Cen7g11rFISH\RO_ON\IFISH004_002.tif,103,131,Cen7g11rFISH,RO_ON,39
7221,24,176.83713,Cen7g11rFISH\RO_ON\IFISH004_002.tif,108,534,Cen7g11rFISH,RO_ON,39
7222,25,172.07043,Cen7g11rFISH\RO_ON\IFISH004_002.tif,102,102,Cen7g11rFISH,RO_ON,39
7223,26,178.02522,Cen7g11rFISH\RO_ON\IFISH004_002.tif,119,395,Cen7g11rFISH,RO_ON,39
7224,27,174.67085,Cen7g11rFISH\RO_ON\IFISH004_002.tif,106,106,Cen7g11rFISH,RO_ON,39
7225,28,178.06807,Cen7g11rFISH\RO_ON\IFISH004_002.tif,105,297,Cen7g11rFISH,RO_ON,39
7226,29,153.00725,Cen7g11rFISH\RO_ON\IFISH004_002.tif,112,705,Cen7g11rFISH,RO_ON,39
7227,30,154.633,Cen7g11rFISH\RO_ON\IFISH004_002.tif,269,116,Cen7g11rFISH,RO_ON,39
7228,31,157.7795,Cen7g11rFISH\RO_ON\IFISH004_002.tif,116,132,Cen7g11rFISH,RO_ON,39
7229,32,148.93031,Cen7g11rFISH\RO_ON\IFISH004_002.tif,196,143,Cen7g11rFISH,RO_ON,39
7230,33,154.5699,Cen7g11rFISH\RO_ON\IFISH004_002.tif,108,252,Cen7g11rFISH,RO_ON,39
7231,34,144.63141,Cen7g11rFISH\RO_ON\IFISH004_002.tif,106,102,Cen7g11rFISH,RO_ON,39
7232,35,155.37762,Cen7g11rFISH\RO_ON\IFISH004_002.tif,95,112,Cen7g11rFISH,RO_ON,39
7233,36,148.9254,Cen7g11rFISH\RO_ON\IFISH004_002.tif,108,103,Cen7g11rFISH,RO_ON,39
7234,37,137.78838,Cen7g11rFISH\RO_ON\IFISH004_002.tif,104,108,Cen7g11rFISH,RO_ON,39
7235,38,135.11215,Cen7g11rFISH\RO_ON\IFISH004_002.tif,111,615,Cen7g11rFISH,RO_ON,39
7236,0,956.77454,Cen7g11rFISH\RO_ON\IFISH004_003.tif,509,1340,Cen7g11rFISH,RO_ON,37
7237,1,664.9548,Cen7g11rFISH\RO_ON\IFISH004_003.tif,112,109,Cen7g11rFISH,RO_ON,37
7238,2,639.41644,Cen7g11rFISH\RO_ON\IFISH004_003.tif,123,2049,Cen7g11rFISH,RO_ON,37
7239,3,585.354,Cen7g11rFISH\RO_ON\IFISH004_003.tif,181,674,Cen7g11rFISH,RO_ON,37
7240,4,572.4042,Cen7g11rFISH\RO_ON\IFISH004_003.tif,113,585,Cen7g11rFISH,RO_ON,37
7241,5,564.67755,Cen7g11rFISH\RO_ON\IFISH004_003.tif,201,140,Cen7g11rFISH,RO_ON,37
7242,6,527.1643,Cen7g11rFISH\RO_ON\IFISH004_003.tif,118,109,Cen7g11rFISH,RO_ON,37
7243,7,515.1623,Cen7g11rFISH\RO_ON\IFISH004_003.tif,109,299,Cen7g11rFISH,RO_ON,37
